Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,LBW,Running Position,Finish Time,Win Odds,Date,Course,RaceNumber,Race type,Distance,Score range,Going,Course Detail,Time 1,Time 2,Time 3,Time 4,Time 5,Time 6,Sectional Time 1,Sectional Time 2,Sectional Time 3,Sectional Time 4,Sectional Time 5,Sectional Time 6,RACE 1 (0),RACE 1 (0).1,RACE 1 (0).2,RACE 1 (0).3,RACE 1 (0).4,RACE 1 (0).5,RACE 1 (0).6,RACE 1 (0).7,RACE 1 (0).8,RACE 1 (0).9,RACE 1 (0).10,RACE 1 (0).11,RACE 1 (0).12,RACE 1 (0).13,RACE 1 (0).14,RACE 1 (0).15,Unnamed: 16,Unnamed: 17,RACE 2 (0),RACE 2 (0).1,RACE 2 (0).2,RACE 2 (0).3,RACE 2 (0).4,RACE 2 (0).5,RACE 2 (0).6,RACE 2 (0).7,RACE 2 (0).8,RACE 2 (0).9,RACE 2 (0).10,RACE 2 (0).11,RACE 2 (0).12,RACE 2 (0).13,RACE 2 (0).14,RACE 2 (0).15,RACE 3 (0),RACE 3 (0).1,RACE 3 (0).2,RACE 3 (0).3,RACE 3 (0).4,RACE 3 (0).5,RACE 3 (0).6,RACE 3 (0).7,RACE 3 (0).8,RACE 3 (0).9,RACE 3 (0).10,RACE 3 (0).11,RACE 3 (0).12,RACE 3 (0).13,RACE 3 (0).14,RACE 3 (0).15,RACE 4 (0),RACE 4 (0).1,RACE 4 (0).2,RACE 4 (0).3,RACE 4 (0).4,RACE 4 (0).5,RACE 4 (0).6,RACE 4 (0).7,RACE 4 (0).8,RACE 4 (0).9,RACE 4 (0).10,RACE 4 (0).11,RACE 4 (0).12,RACE 4 (0).13,RACE 4 (0).14,RACE 4 (0).15,RACE 5 (0),RACE 5 (0).1,RACE 5 (0).2,RACE 5 (0).3,RACE 5 (0).4,RACE 5 (0).5,RACE 5 (0).6,RACE 5 (0).7,RACE 5 (0).8,RACE 5 (0).9,RACE 5 (0).10,RACE 5 (0).11,RACE 5 (0).12,RACE 5 (0).13,RACE 5 (0).14,RACE 5 (0).15,RACE 6 (0),RACE 6 (0).1,RACE 6 (0).2,RACE 6 (0).3,RACE 6 (0).4,RACE 6 (0).5,RACE 6 (0).6,RACE 6 (0).7,RACE 6 (0).8,RACE 6 (0).9,RACE 6 (0).10,RACE 6 (0).11,RACE 6 (0).12,RACE 6 (0).13,RACE 6 (0).14,RACE 6 (0).15,RACE 7 (0),RACE 7 (0).1,RACE 7 (0).2,RACE 7 (0).3,RACE 7 (0).4,RACE 7 (0).5,RACE 7 (0).6,RACE 7 (0).7,RACE 7 (0).8,RACE 7 (0).9,RACE 7 (0).10,RACE 7 (0).11,RACE 7 (0).12,RACE 7 (0).13,RACE 7 (0).14,RACE 7 (0).15,RACE 8 (0),RACE 8 (0).1,RACE 8 (0).2,RACE 8 (0).3,RACE 8 (0).4,RACE 8 (0).5,RACE 8 (0).6,RACE 8 (0).7,RACE 8 (0).8,RACE 8 (0).9,RACE 8 (0).10,RACE 8 (0).11,RACE 8 (0).12,RACE 8 (0).13,RACE 8 (0).14,RACE 8 (0).15,RACE 9 (0),RACE 9 (0).1,RACE 9 (0).2,RACE 9 (0).3,RACE 9 (0).4,RACE 9 (0).5,RACE 9 (0).6,RACE 9 (0).7,RACE 9 (0).8,RACE 9 (0).9,RACE 9 (0).10,RACE 9 (0).11,RACE 9 (0).12,RACE 9 (0).13,RACE 9 (0).14,RACE 9 (0).15,RACE 10 (0),RACE 10 (0).1,RACE 10 (0).2,RACE 10 (0).3,RACE 10 (0).4,RACE 10 (0).5,RACE 10 (0).6,RACE 10 (0).7,RACE 10 (0).8,RACE 10 (0).9,RACE 10 (0).10,RACE 10 (0).11,RACE 10 (0).12,RACE 10 (0).13,RACE 10 (0).14,RACE 10 (0).15
12,9.0,JOLLY GOOD (CL134),A Suborics,S Woods,124.0,1007,2,11-3/4,5 7 8 12 12,1:50.82,9.9,2013/01/12,ST,8,Class 3,1800M,85-60,GOOD,ALL WEATHER TRACK,13.75,36.67,1:00.40,1:25.52,1:48.95,,13.75,22.92,23.73,25.12,23.43,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,14.0,PRETTY BLUEBERRY (N117),T H So,L Ho,111.0,1123,12,15-1/2,7 5 2 5 13,1:51.43,55.0,2013/01/12,ST,8,Class 3,1800M,85-60,GOOD,ALL WEATHER TRACK,13.75,36.67,1:00.40,1:25.52,1:48.95,,13.75,22.92,23.73,25.12,23.43,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,6.0,AMAZINGLY (N384),U Rispoli,D E Ferraris,127.0,1192,9,24-1/2,3 3 4 8 14,1:52.88,45.0,2013/01/12,ST,8,Class 3,1800M,85-60,GOOD,ALL WEATHER TRACK,13.75,36.67,1:00.40,1:25.52,1:48.95,,13.75,22.92,23.73,25.12,23.43,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8.0,LOMBARDI (CK406),C Y Lui,P F Yiu,109.0,1126,1,-,1 1 1 1,1:22.42,7.1,2013/01/12,ST,9,Class 3,1400M,80-60,GOOD,"TURF - ""C+3"" Course",13.59,35.42,59.11,1:22.42,,,13.59,21.83,23.69,23.31,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11.0,HO IN ONE (N382),U Rispoli,S Woods,117.0,1128,11,1,7 8 7 2,1:22.57,22.0,2013/01/12,ST,9,Class 3,1400M,80-60,GOOD,"TURF - ""C+3"" Course",13.59,35.42,59.11,1:22.42,,,13.59,21.83,23.69,23.31,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2.0,FLAGSHIP SHINE (P104),B Prebble,J Moore,129.0,1184,6,1-1/2,6 6 5 3,1:22.65,2.5,2013/01/12,ST,9,Class 3,1400M,80-60,GOOD,"TURF - ""C+3"" Course",13.59,35.42,59.11,1:22.42,,,13.59,21.83,23.69,23.31,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,12.0,SUPREME WINNER (M014),R Fourie,A T Millard,116.0,1176,9,3-1/2,12 12 12 4,1:22.97,15.0,2013/01/12,ST,9,Class 3,1400M,80-60,GOOD,"TURF - ""C+3"" Course",13.59,35.42,59.11,1:22.42,,,13.59,21.83,23.69,23.31,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,10.0,ALL FRIENDS (M374),T Clark,K L Man,118.0,1180,5,3-3/4,3 4 2 5,1:23.03,42.0,2013/01/12,ST,9,Class 3,1400M,80-60,GOOD,"TURF - ""C+3"" Course",13.59,35.42,59.11,1:22.42,,,13.59,21.83,23.69,23.31,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,14.0,LUCKY OMENS (P146),K C Leung,A S Cruz,113.0,1101,14,4-3/4,13 10 9 6,1:23.18,4.4,2013/01/12,ST,9,Class 3,1400M,80-60,GOOD,"TURF - ""C+3"" Course",13.59,35.42,59.11,1:22.42,,,13.59,21.83,23.69,23.31,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,9.0,SMILING WATCH (M325),W C Marwing,K W Lui,119.0,1156,12,5-1/4,14 14 13 7,1:23.26,19.0,2013/01/12,ST,9,Class 3,1400M,80-60,GOOD,"TURF - ""C+3"" Course",13.59,35.42,59.11,1:22.42,,,13.59,21.83,23.69,23.31,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,5.0,YUE LU TREASURE (CJ184),C W Wong,D J Hall,122.0,995,7,5-1/4,9 11 11 8,1:23.27,99.0,2013/01/12,ST,9,Class 3,1400M,80-60,GOOD,"TURF - ""C+3"" Course",13.59,35.42,59.11,1:22.42,,,13.59,21.83,23.69,23.31,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,13.0,DISCIPLES TWELVE (P018),D Whyte,P O'Sullivan,117.0,1131,8,6,2 2 3 9,1:23.37,5.6,2013/01/12,ST,9,Class 3,1400M,80-60,GOOD,"TURF - ""C+3"" Course",13.59,35.42,59.11,1:22.42,,,13.59,21.83,23.69,23.31,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1.0,HANDSOME HANDSOME (N009),G Mosse,L Ho,133.0,980,2,6,4 3 4 10,1:23.40,99.0,2013/01/12,ST,9,Class 3,1400M,80-60,GOOD,"TURF - ""C+3"" Course",13.59,35.42,59.11,1:22.42,,,13.59,21.83,23.69,23.31,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,7.0,LITTLE WIND (N306),H W Lai,C S Shum,119.0,1078,4,10-1/2,8 7 6 11,1:24.11,99.0,2013/01/12,ST,9,Class 3,1400M,80-60,GOOD,"TURF - ""C+3"" Course",13.59,35.42,59.11,1:22.42,,,13.59,21.83,23.69,23.31,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,3.0,SUPER CAGA (CK054),O Doleuze,R Gibson,129.0,1326,10,11-3/4,11 13 14 12,1:24.31,18.0,2013/01/12,ST,9,Class 3,1400M,80-60,GOOD,"TURF - ""C+3"" Course",13.59,35.42,59.11,1:22.42,,,13.59,21.83,23.69,23.31,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,6.0,LONGWAH INVINCIBLE (P002),A Suborics,C W Chang,122.0,1281,13,12,5 5 8 13,1:24.32,99.0,2013/01/12,ST,9,Class 3,1400M,80-60,GOOD,"TURF - ""C+3"" Course",13.59,35.42,59.11,1:22.42,,,13.59,21.83,23.69,23.31,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,4.0,HONEY PRINCESS (N374),T Queally,D Cruz,128.0,1037,3,12-1/4,10 9 10 14,1:24.38,99.0,2013/01/12,ST,9,Class 3,1400M,80-60,GOOD,"TURF - ""C+3"" Course",13.59,35.42,59.11,1:22.42,,,13.59,21.83,23.69,23.31,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2.0,FULFIL A WISH (CL235),C Y Ho,J Size,129.0,1116,2,-,2 4 3 1,1:22.21,12.0,2013/01/12,ST,10,Class 2,1400M,105-80,GOOD,"TURF - ""C+3"" Course",13.59,36.20,58.98,1:22.21,,,13.59,22.61,22.78,23.23,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11.0,GREEN EAGLE (N052),W C Marwing,Y S Tsui,119.0,1163,6,N,4 5 4 2,1:22.26,3.8,2013/01/12,ST,10,Class 2,1400M,105-80,GOOD,"TURF - ""C+3"" Course",13.59,36.20,58.98,1:22.21,,,13.59,22.61,22.78,23.23,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9.0,AKEED MOFEED (P125),O Doleuze,R Gibson,119.0,1189,5,1-1/2,5 6 7 3,1:22.44,9.5,2013/01/12,ST,10,Class 2,1400M,105-80,GOOD,"TURF - ""C+3"" Course",13.59,36.20,58.98,1:22.21,,,13.59,22.61,22.78,23.23,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5.0,FLASH KNIGHT (N173),G Mosse,J Moore,128.0,1209,14,1-3/4,14 13 13 4,1:22.50,4.2,2013/01/12,ST,10,Class 2,1400M,105-80,GOOD,"TURF - ""C+3"" Course",13.59,36.20,58.98,1:22.21,,,13.59,22.61,22.78,23.23,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3.0,NEW VISION (M028),Z Purton,P O'Sullivan,131.0,1196,8,2,7 7 6 5,1:22.53,21.0,2013/01/12,ST,10,Class 2,1400M,105-80,GOOD,"TURF - ""C+3"" Course",13.59,36.20,58.98,1:22.21,,,13.59,22.61,22.78,23.23,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4.0,LET ME HANDLE IT (CL287),T Clark,C Fownes,129.0,1208,1,2-1/4,8 10 8 6,1:22.56,19.0,2013/01/12,ST,10,Class 2,1400M,105-80,GOOD,"TURF - ""C+3"" Course",13.59,36.20,58.98,1:22.21,,,13.59,22.61,22.78,23.23,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,12.0,KEEN WONGCHOY (CL223),U Rispoli,A Schutz,117.0,1046,9,2-1/2,11 9 9 7,1:22.61,23.0,2013/01/12,ST,10,Class 2,1400M,105-80,GOOD,"TURF - ""C+3"" Course",13.59,36.20,58.98,1:22.21,,,13.59,22.61,22.78,23.23,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,6.0,KING OF REASON (M154),C Y Lui,P F Yiu,114.0,1110,4,3-1/4,1 1 1 8,1:22.73,20.0,2013/01/12,ST,10,Class 2,1400M,105-80,GOOD,"TURF - ""C+3"" Course",13.59,36.20,58.98,1:22.21,,,13.59,22.61,22.78,23.23,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,8.0,DISTILL (N270),M L Yeung,K L Man,118.0,1109,7,4-3/4,13 12 12 9,1:22.95,43.0,2013/01/12,ST,10,Class 2,1400M,105-80,GOOD,"TURF - ""C+3"" Course",13.59,36.20,58.98,1:22.21,,,13.59,22.61,22.78,23.23,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,7.0,COSMIC BOOM (N019),B Prebble,J Moore,120.0,1183,13,4-3/4,10 11 10 10,1:22.99,6.6,2013/01/12,ST,10,Class 2,1400M,105-80,GOOD,"TURF - ""C+3"" Course",13.59,36.20,58.98,1:22.21,,,13.59,22.61,22.78,23.23,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,10.0,BERIO (CJ202),T H So,D J Hall,116.0,1226,3,7-1/2,3 2 2 11,1:23.40,41.0,2013/01/12,ST,10,Class 2,1400M,105-80,GOOD,"TURF - ""C+3"" Course",13.59,36.20,58.98,1:22.21,,,13.59,22.61,22.78,23.23,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,13.0,STRATHTAY (N235),R Fourie,D E Ferraris,115.0,1063,12,7-3/4,12 14 14 12,1:23.45,30.0,2013/01/12,ST,10,Class 2,1400M,105-80,GOOD,"TURF - ""C+3"" Course",13.59,36.20,58.98,1:22.21,,,13.59,22.61,22.78,23.23,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,14.0,TRUMP (P106),W M Lai,C W Chang,113.0,1114,10,8-1/4,6 3 5 13,1:23.54,99.0,2013/01/12,ST,10,Class 2,1400M,105-80,GOOD,"TURF - ""C+3"" Course",13.59,36.20,58.98,1:22.21,,,13.59,22.61,22.78,23.23,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1.0,BEAUTY FLASH (CK314),D Whyte,A S Cruz,133.0,1246,11,16-1/4,9 8 11 14,1:24.79,10.0,2013/01/12,ST,10,Class 2,1400M,105-80,GOOD,"TURF - ""C+3"" Course",13.59,36.20,58.98,1:22.21,,,13.59,22.61,22.78,23.23,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.0,MIZZEN GREY (N192),W M Lai,T K Ng,133.0,1069,4,-,2 5 5 5 1,1:52.41,18.0,2013/01/16,HV,1,Class 5,1800M,40-0,GOOD,"TURF - ""B"" Course",13.81,37.22,1:02.41,1:27.94,1:52.41,,13.81,23.41,25.19,25.53,24.47,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12.0,SUNSEEKER (CL161),K C Leung,P O'Sullivan,116.0,1078,9,N,11 9 8 8 2,1:52.46,10.0,2013/01/16,HV,1,Class 5,1800M,40-0,GOOD,"TURF - ""B"" Course",13.81,37.22,1:02.41,1:27.94,1:52.41,,13.81,23.41,25.19,25.53,24.47,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8.0,EAST OCEAN (CK340),U Rispoli,B K Ng,122.0,1243,11,1-1/2,10 12 12 12 3,1:52.64,10.0,2013/01/16,HV,1,Class 5,1800M,40-0,GOOD,"TURF - ""B"" Course",13.81,37.22,1:02.41,1:27.94,1:52.41,,13.81,23.41,25.19,25.53,24.47,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.0,PERFECT TEN (CL030),T Clark,S Woods,130.0,1152,7,1-1/2,4 2 3 2 4,1:52.65,11.0,2013/01/16,HV,1,Class 5,1800M,40-0,GOOD,"TURF - ""B"" Course",13.81,37.22,1:02.41,1:27.94,1:52.41,,13.81,23.41,25.19,25.53,24.47,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11.0,KING GALILEO (CL028),C Y Ho,A Schutz,115.0,1125,6,1-3/4,9 10 10 10 5,1:52.69,9.4,2013/01/16,HV,1,Class 5,1800M,40-0,GOOD,"TURF - ""B"" Course",13.81,37.22,1:02.41,1:27.94,1:52.41,,13.81,23.41,25.19,25.53,24.47,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3.0,SABINA (CK169),R Fourie,A Lee,132.0,1177,3,2,8 6 7 6 6,1:52.73,6.6,2013/01/16,HV,1,Class 5,1800M,40-0,GOOD,"TURF - ""B"" Course",13.81,37.22,1:02.41,1:27.94,1:52.41,,13.81,23.41,25.19,25.53,24.47,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7.0,WATCH FIRST (CL160),D Whyte,C H Yip,124.0,1112,12,2-1/4,12 11 11 11 7,1:52.76,6.3,2013/01/16,HV,1,Class 5,1800M,40-0,GOOD,"TURF - ""B"" Course",13.81,37.22,1:02.41,1:27.94,1:52.41,,13.81,23.41,25.19,25.53,24.47,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
