Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,LBW,Running Position,Finish Time,Win Odds,Date,Course,RaceNumber,Race type,Distance,Score range,Going,Handicap,Course Detail,Time 1,Time 2,Time 3,Time 4,Time 5,Time 6,Sectional Time 1,Sectional Time 2,Sectional Time 3,Sectional Time 4,Sectional Time 5,Sectional Time 6,"('Dividend', 'Pool')","('Dividend', 'Winning Combination')","('Dividend', 'Dividend (HK$)')","('Date', '')","('Course', '')","('RaceNumber', '')"
13,12.0,GIMME FIVE (J099),K C Leung,F C Lor,122.0,1101,12,8-3/4,6 7 13,0:57.32,16.0,2024/04/20,ST,4.0,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.00,33.54,55.91,,,,13.00,20.54,22.37,nan,nan,nan,,,,,,
14,4.0,THE GREAT MASTER (H457),Y L Chung,Y S Tsui,126.0,1112,10,10-1/2,2 5 14,0:57.60,25.0,2024/04/20,ST,4.0,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.00,33.54,55.91,,,,13.00,20.54,22.37,nan,nan,nan,,,,,,
1,1.0,GALVANIC (H147),E C W Wong,C Fownes,125.0,1079,3,-,5 5 4 1,1:37.83,4.7,2024/04/20,ST,5.0,Class 4,1650M,60-40,GOOD,1.0,ALL WEATHER TRACK,27.23,50.13,1:13.79,1:37.83,,,27.23,22.90,23.66,24.04,nan,nan,,,,,,
2,10.0,STARSHIP EIGHTY (H022),C Y Ho,P C Ng,122.0,1244,4,N,11 11 10 2,1:37.89,14,2024/04/20,ST,5.0,Class 4,1650M,60-40,GOOD,1.0,ALL WEATHER TRACK,27.23,50.13,1:13.79,1:37.83,,,27.23,22.90,23.66,24.04,nan,nan,,,,,,
3,8.0,FAST VICTORY (H393),C L Chau,D A Hayes,123.0,1053,1,1/2,8 9 8 3,1:37.92,9.9,2024/04/20,ST,5.0,Class 4,1650M,60-40,GOOD,1.0,ALL WEATHER TRACK,27.23,50.13,1:13.79,1:37.83,,,27.23,22.90,23.66,24.04,nan,nan,,,,,,
4,12.0,KYRUS UNICORN (D267),A Badel,D J Hall,121.0,1084,10,3/4,14 13 12 4,1:37.96,45,2024/04/20,ST,5.0,Class 4,1650M,60-40,GOOD,1.0,ALL WEATHER TRACK,27.23,50.13,1:13.79,1:37.83,,,27.23,22.90,23.66,24.04,nan,nan,,,,,,
5,7.0,ALL RICHES (G060),K C Leung,P F Yiu,125.0,1181,8,4-1/4,2 2 3 5,1:38.52,7.2,2024/04/20,ST,5.0,Class 4,1650M,60-40,GOOD,1.0,ALL WEATHER TRACK,27.23,50.13,1:13.79,1:37.83,,,27.23,22.90,23.66,24.04,nan,nan,,,,,,
6,6.0,G LINER (H072),K Teetan,J Richards,129.0,1114,7,4-3/4,3 3 2 6,1:38.59,5.3,2024/04/20,ST,5.0,Class 4,1650M,60-40,GOOD,1.0,ALL WEATHER TRACK,27.23,50.13,1:13.79,1:37.83,,,27.23,22.90,23.66,24.04,nan,nan,,,,,,
7,14.0,KEEN UNITY (G298),A Hamelin,K H Ting,118.0,1168,5,6-3/4,7 8 9 7,1:38.91,11,2024/04/20,ST,5.0,Class 4,1650M,60-40,GOOD,1.0,ALL WEATHER TRACK,27.23,50.13,1:13.79,1:37.83,,,27.23,22.90,23.66,24.04,nan,nan,,,,,,
8,11.0,HIGH RISE POWER (H353),K De Melo,K W Lui,121.0,1190,13,6-3/4,12 10 11 8,1:38.92,21,2024/04/20,ST,5.0,Class 4,1650M,60-40,GOOD,1.0,ALL WEATHER TRACK,27.23,50.13,1:13.79,1:37.83,,,27.23,22.90,23.66,24.04,nan,nan,,,,,,
9,9.0,MAYHEM (H226),Z Purton,F C Lor,122.0,1109,14,7,9 7 7 9,1:38.96,10,2024/04/20,ST,5.0,Class 4,1650M,60-40,GOOD,1.0,ALL WEATHER TRACK,27.23,50.13,1:13.79,1:37.83,,,27.23,22.90,23.66,24.04,nan,nan,,,,,,
10,4.0,FOREVER CHARM (J081),L Ferraris,M Newnham,130.0,1281,2,7-1/4,1 1 1 10,1:38.97,47,2024/04/20,ST,5.0,Class 4,1650M,60-40,GOOD,1.0,ALL WEATHER TRACK,27.23,50.13,1:13.79,1:37.83,,,27.23,22.90,23.66,24.04,nan,nan,,,,,,
11,3.0,HAKKA RADIANCE (J105),Y L Chung,W K Mo,127.0,1130,9,8-1/4,6 6 6 11,1:39.13,42,2024/04/20,ST,5.0,Class 4,1650M,60-40,GOOD,1.0,ALL WEATHER TRACK,27.23,50.13,1:13.79,1:37.83,,,27.23,22.90,23.66,24.04,nan,nan,,,,,,
12,5.0,CORDYCEPS ONE (E107),H Bentley,C H Yip,127.0,1085,12,10-1/2,4 4 5 12,1:39.50,39,2024/04/20,ST,5.0,Class 4,1650M,60-40,GOOD,1.0,ALL WEATHER TRACK,27.23,50.13,1:13.79,1:37.83,,,27.23,22.90,23.66,24.04,nan,nan,,,,,,
13,2.0,BEAR SLAM (C143),H Bowman,C W Chang,132.0,1069,6,12,13 14 13 13,1:39.74,5.8,2024/04/20,ST,5.0,Class 4,1650M,60-40,GOOD,1.0,ALL WEATHER TRACK,27.23,50.13,1:13.79,1:37.83,,,27.23,22.90,23.66,24.04,nan,nan,,,,,,
14,13.0,UP AND UP (H163),M F Poon,C S Shum,119.0,1088,11,14,10 12 14 14,1:40.07,126,2024/04/20,ST,5.0,Class 4,1650M,60-40,GOOD,1.0,ALL WEATHER TRACK,27.23,50.13,1:13.79,1:37.83,,,27.23,22.90,23.66,24.04,nan,nan,,,,,,
WV,,PANDA LEGEND (H002),L Hewitson,W Y So,130.0,---,---,---,---,---,---,2024/04/20,ST,5.0,Class 4,1650M,60-40,GOOD,1.0,ALL WEATHER TRACK,27.23,50.13,1:13.79,1:37.83,,,27.23,22.90,23.66,24.04,nan,nan,,,,,,
1,11.0,VALIANT ELEGANCE (D285),A Hamelin,D J Whyte,118.0,1141,11,-,2 1 1,1:08.73,23,2024/04/20,ST,6.0,Class 4,1200M,60-35,GOOD,1.0,ALL WEATHER TRACK,23.49,45.52,1:08.73,,,,23.49,22.03,23.21,nan,nan,nan,,,,,,
2,8.0,HINOKAMI KAGURA (H384),H Bentley,J Richards,122.0,1096,2,NOSE,5 4 2,1:08.74,4.8,2024/04/20,ST,6.0,Class 4,1200M,60-35,GOOD,1.0,ALL WEATHER TRACK,23.49,45.52,1:08.73,,,,23.49,22.03,23.21,nan,nan,nan,,,,,,
3,3.0,EVERYONE'S VICTORY (E177),L Hewitson,F C Lor,128.0,1149,3,2-1/2,8 8 3,1:09.12,20,2024/04/20,ST,6.0,Class 4,1200M,60-35,GOOD,1.0,ALL WEATHER TRACK,23.49,45.52,1:08.73,,,,23.49,22.03,23.21,nan,nan,nan,,,,,,
4,2.0,SOLID SHALAA (H228),K Teetan,D A Hayes,135.0,1158,6,2-3/4,9 9 4,1:09.18,6,2024/04/20,ST,6.0,Class 4,1200M,60-35,GOOD,1.0,ALL WEATHER TRACK,23.49,45.52,1:08.73,,,,23.49,22.03,23.21,nan,nan,nan,,,,,,
5,1.0,MUST GO (J133),B Avdulla,J Size,135.0,1165,4,3-1/4,6 6 5,1:09.25,4.1,2024/04/20,ST,6.0,Class 4,1200M,60-35,GOOD,1.0,ALL WEATHER TRACK,23.49,45.52,1:08.73,,,,23.49,22.03,23.21,nan,nan,nan,,,,,,
6,12.0,HAPPY TANGO (D075),H T Mo,Y S Tsui,113.0,1245,9,5,1 2 6,1:09.53,62,2024/04/20,ST,6.0,Class 4,1200M,60-35,GOOD,1.0,ALL WEATHER TRACK,23.49,45.52,1:08.73,,,,23.49,22.03,23.21,nan,nan,nan,,,,,,
7,9.0,SMART LEADER (B456),K De Melo,W Y So,118.0,1150,1,5,7 7 7,1:09.54,9.6,2024/04/20,ST,6.0,Class 4,1200M,60-35,GOOD,1.0,ALL WEATHER TRACK,23.49,45.52,1:08.73,,,,23.49,22.03,23.21,nan,nan,nan,,,,,,
8,6.0,ROBOT KNIGHT (H464),Z Purton,T P Yung,126.0,1089,5,6,4 3 8,1:09.69,4.5,2024/04/20,ST,6.0,Class 4,1200M,60-35,GOOD,1.0,ALL WEATHER TRACK,23.49,45.52,1:08.73,,,,23.49,22.03,23.21,nan,nan,nan,,,,,,
9,5.0,LUCKY BANNER (G354),A Badel,C Fownes,126.0,1003,7,8-1/4,10 11 9,1:10.03,10,2024/04/20,ST,6.0,Class 4,1200M,60-35,GOOD,1.0,ALL WEATHER TRACK,23.49,45.52,1:08.73,,,,23.49,22.03,23.21,nan,nan,nan,,,,,,
10,4.0,VANTASTIC CHOICE (G401),E C W Wong,C H Yip,117.0,1058,12,8-1/2,3 5 10,1:10.10,17,2024/04/20,ST,6.0,Class 4,1200M,60-35,GOOD,1.0,ALL WEATHER TRACK,23.49,45.52,1:08.73,,,,23.49,22.03,23.21,nan,nan,nan,,,,,,
11,7.0,SPICY SPANGLE (J087),K C Leung,P C Ng,125.0,1048,8,14-1/4,11 10 11,1:11.03,125,2024/04/20,ST,6.0,Class 4,1200M,60-35,GOOD,1.0,ALL WEATHER TRACK,23.49,45.52,1:08.73,,,,23.49,22.03,23.21,nan,nan,nan,,,,,,
WX-A,10.0,MIRACLES (G083),Y L Chung,K L Man,112.0,---,---,---,---,---,---,2024/04/20,ST,6.0,Class 4,1200M,60-35,GOOD,1.0,ALL WEATHER TRACK,23.49,45.52,1:08.73,,,,23.49,22.03,23.21,nan,nan,nan,,,,,,
1,10.0,CELTIC TIMES (G230),K Teetan,W K Mo,122.0,1226,11,-,9 8 9 1,1:35.78,11,2024/04/20,ST,7.0,Class 4,1600M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",24.58,47.97,1:12.55,1:35.78,,,24.58,23.39,24.58,23.23,nan,nan,,,,,,
2,11.0,JOY OF SPRING (H383),C Y Ho,C Fownes,122.0,979,12,HD,10 9 8 2,1:35.81,8.7,2024/04/20,ST,7.0,Class 4,1600M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",24.58,47.97,1:12.55,1:35.78,,,24.58,23.39,24.58,23.23,nan,nan,,,,,,
3,12.0,SMART FIGHTER (H278),K C Leung,P F Yiu,121.0,1141,8,1/2,4 4 3 3,1:35.86,8.8,2024/04/20,ST,7.0,Class 4,1600M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",24.58,47.97,1:12.55,1:35.78,,,24.58,23.39,24.58,23.23,nan,nan,,,,,,
4,8.0,PING HAI COMET (H344),A Badel,J Size,123.0,1150,6,3/4,3 3 4 4,1:35.92,42,2024/04/20,ST,7.0,Class 4,1600M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",24.58,47.97,1:12.55,1:35.78,,,24.58,23.39,24.58,23.23,nan,nan,,,,,,
5,5.0,FLYING MOJITO (G412),Z Purton,D J Hall,129.0,1099,3,1,6 7 7 5,1:35.94,2.7,2024/04/20,ST,7.0,Class 4,1600M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",24.58,47.97,1:12.55,1:35.78,,,24.58,23.39,24.58,23.23,nan,nan,,,,,,
6,1.0,LAUGH TALE (G406),H Bowman,K L Man,133.0,1200,13,1,12 11 11 6,1:35.95,10,2024/04/20,ST,7.0,Class 4,1600M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",24.58,47.97,1:12.55,1:35.78,,,24.58,23.39,24.58,23.23,nan,nan,,,,,,
7,7.0,SOARING BRONCO (J162),H Bentley,P C Ng,124.0,1093,10,2-1/2,5 5 5 7,1:36.17,11,2024/04/20,ST,7.0,Class 4,1600M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",24.58,47.97,1:12.55,1:35.78,,,24.58,23.39,24.58,23.23,nan,nan,,,,,,
8,4.0,BEER PALACE (H361),L Ferraris,M Newnham,129.0,1086,4,3,8 10 10 8,1:36.26,7.4,2024/04/20,ST,7.0,Class 4,1600M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",24.58,47.97,1:12.55,1:35.78,,,24.58,23.39,24.58,23.23,nan,nan,,,,,,
9,13.0,TOP TOP TEA (H048),Y L Chung,C H Yip,116.0,1133,7,4-3/4,1 1 1 9,1:36.55,21,2024/04/20,ST,7.0,Class 4,1600M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",24.58,47.97,1:12.55,1:35.78,,,24.58,23.39,24.58,23.23,nan,nan,,,,,,
10,9.0,C P ONE (J013),A Hamelin,J Richards,122.0,1254,1,5,7 6 6 10,1:36.59,117,2024/04/20,ST,7.0,Class 4,1600M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",24.58,47.97,1:12.55,1:35.78,,,24.58,23.39,24.58,23.23,nan,nan,,,,,,
11,3.0,MARADO (E245),C L Chau,W Y So,130.0,1043,5,5-1/4,11 12 12 11,1:36.60,11,2024/04/20,ST,7.0,Class 4,1600M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",24.58,47.97,1:12.55,1:35.78,,,24.58,23.39,24.58,23.23,nan,nan,,,,,,
12,14.0,FOREVER FOLKS (G463),B Thompson,C W Chang,120.0,1182,2,5-3/4,13 13 13 12,1:36.69,24,2024/04/20,ST,7.0,Class 4,1600M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",24.58,47.97,1:12.55,1:35.78,,,24.58,23.39,24.58,23.23,nan,nan,,,,,,
13,6.0,ABSOLUTE SUNSHINE (H342),M L Yeung,D A Hayes,124.0,1116,9,7-1/4,2 2 2 13,1:36.94,102,2024/04/20,ST,7.0,Class 4,1600M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",24.58,47.97,1:12.55,1:35.78,,,24.58,23.39,24.58,23.23,nan,nan,,,,,,
WV-A,2.0,CALIFORNIATOTALITY (H418),B Avdulla,A S Cruz,132.0,---,---,---,---,---,---,2024/04/20,ST,7.0,Class 4,1600M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",24.58,47.97,1:12.55,1:35.78,,,24.58,23.39,24.58,23.23,nan,nan,,,,,,
1,4.0,SOLID IMPACT (E447),A Badel,D J Hall,126.0,1043,10,-,9 6 1,1:09.22,12.0,2024/04/20,ST,8.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",23.48,46.04,1:09.22,,,,23.48,22.56,23.18,nan,nan,nan,,,,,,
2,6.0,LADY'S CHOICE (H155),K Teetan,C W Chang,124.0,1126,6,N,3 1 2,1:09.26,10.0,2024/04/20,ST,8.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",23.48,46.04,1:09.22,,,,23.48,22.56,23.18,nan,nan,nan,,,,,,
3,1.0,IMA SINGLE MAN (D476),Y L Chung,A S Cruz,130.0,1154,11,1/2,5 5 3,1:09.30,10.0,2024/04/20,ST,8.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",23.48,46.04,1:09.22,,,,23.48,22.56,23.18,nan,nan,nan,,,,,,
4,7.0,CALL ME GLORIOUS (H410),L Hewitson,K W Lui,121.0,1225,7,1-1/4,2 2 4,1:09.44,1.4,2024/04/20,ST,8.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",23.48,46.04,1:09.22,,,,23.48,22.56,23.18,nan,nan,nan,,,,,,
5,2.0,YOUNG ACHIEVER (J291),Z Purton,J Richards,134.0,1135,5,1-1/2,12 11 5,1:09.45,9.0,2024/04/20,ST,8.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",23.48,46.04,1:09.22,,,,23.48,22.56,23.18,nan,nan,nan,,,,,,
6,11.0,PARTERRE (E234),K De Melo,W Y So,119.0,1147,8,2,10 7 6,1:09.55,33.0,2024/04/20,ST,8.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",23.48,46.04,1:09.22,,,,23.48,22.56,23.18,nan,nan,nan,,,,,,
7,3.0,PRAWNS ELEVEN (J140),H Bentley,M Newnham,127.0,1110,3,4-1/4,6 3 7,1:09.90,30.0,2024/04/20,ST,8.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",23.48,46.04,1:09.22,,,,23.48,22.56,23.18,nan,nan,nan,,,,,,
8,8.0,SEA AIR LEGEND (H318),B Thompson,Y S Tsui,121.0,964,4,6-1/4,8 9 8,1:10.22,164.0,2024/04/20,ST,8.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",23.48,46.04,1:09.22,,,,23.48,22.56,23.18,nan,nan,nan,,,,,,
9,12.0,SUNNY DARLING (J171),M Chadwick,P C Ng,119.0,1165,1,7-3/4,4 4 9,1:10.47,45.0,2024/04/20,ST,8.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",23.48,46.04,1:09.22,,,,23.48,22.56,23.18,nan,nan,nan,,,,,,
10,9.0,PINS PRINCE (G013),A Hamelin,J Size,120.0,1183,2,12,7 10 10,1:11.14,66.0,2024/04/20,ST,8.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",23.48,46.04,1:09.22,,,,23.48,22.56,23.18,nan,nan,nan,,,,,,
11,10.0,APOLAR FIGHTER (J169),H T Mo,P F Yiu,117.0,1041,9,12,11 12 11,1:11.15,231.0,2024/04/20,ST,8.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",23.48,46.04,1:09.22,,,,23.48,22.56,23.18,nan,nan,nan,,,,,,
12,5.0,BETTER LINK (J302),C L Chau,C S Shum,122.0,1237,12,75-3/4,1 8 12,1:21.34,75.0,2024/04/20,ST,8.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",23.48,46.04,1:09.22,,,,23.48,22.56,23.18,nan,nan,nan,,,,,,
1,7.0,C P BRAVE (E306),A Badel,P F Yiu,122.0,1123,3,-,6 6 5 5 1,1:47.84,7.7,2024/04/20,ST,9.0,Class 2,1800M,100-75,GOOD,1.0,"TURF - ""C+3"" Course",13.72,35.95,1:01.25,1:24.40,1:47.84,,13.72,22.23,25.30,23.15,23.44,nan,,,,,,
2,8.0,NATURAL STORM (C461),A Hamelin,P F Yiu,121.0,1128,1,1-1/2,9 9 9 7 2,1:48.09,25.0,2024/04/20,ST,9.0,Class 2,1800M,100-75,GOOD,1.0,"TURF - ""C+3"" Course",13.72,35.95,1:01.25,1:24.40,1:47.84,,13.72,22.23,25.30,23.15,23.44,nan,,,,,,
3,2.0,FLAMING RABBIT (H257),L Hewitson,D J Whyte,134.0,1139,8,1-3/4,1 2 2 1 3,1:48.11,11.0,2024/04/20,ST,9.0,Class 2,1800M,100-75,GOOD,1.0,"TURF - ""C+3"" Course",13.72,35.95,1:01.25,1:24.40,1:47.84,,13.72,22.23,25.30,23.15,23.44,nan,,,,,,
4,6.0,CHILL CHIBI (H109),C L Chau,C S Shum,122.0,1117,5,1-3/4,8 8 7 9 4,1:48.13,3.0,2024/04/20,ST,9.0,Class 2,1800M,100-75,GOOD,1.0,"TURF - ""C+3"" Course",13.72,35.95,1:01.25,1:24.40,1:47.84,,13.72,22.23,25.30,23.15,23.44,nan,,,,,,
5,12.0,SPEED DRAGON (H380),C Y Ho,K W Lui,120.0,1150,9,2-1/4,10 10 10 10 5,1:48.19,7.0,2024/04/20,ST,9.0,Class 2,1800M,100-75,GOOD,1.0,"TURF - ""C+3"" Course",13.72,35.95,1:01.25,1:24.40,1:47.84,,13.72,22.23,25.30,23.15,23.44,nan,,,,,,
6,5.0,THE BEST PEACH (H139),K Teetan,A S Cruz,129.0,1047,2,2-1/4,7 7 8 8 6,1:48.21,7.4,2024/04/20,ST,9.0,Class 2,1800M,100-75,GOOD,1.0,"TURF - ""C+3"" Course",13.72,35.95,1:01.25,1:24.40,1:47.84,,13.72,22.23,25.30,23.15,23.44,nan,,,,,,
7,10.0,ALACRITY (H210),H Bentley,J Richards,120.0,1088,7,2-3/4,5 5 6 6 7,1:48.30,45.0,2024/04/20,ST,9.0,Class 2,1800M,100-75,GOOD,1.0,"TURF - ""C+3"" Course",13.72,35.95,1:01.25,1:24.40,1:47.84,,13.72,22.23,25.30,23.15,23.44,nan,,,,,,
8,13.0,TURIN MASCOT (H165),M F Poon,P C Ng,114.0,1116,12,3,13 13 13 12 8,1:48.33,24.0,2024/04/20,ST,9.0,Class 2,1800M,100-75,GOOD,1.0,"TURF - ""C+3"" Course",13.72,35.95,1:01.25,1:24.40,1:47.84,,13.72,22.23,25.30,23.15,23.44,nan,,,,,,
9,11.0,PACKING HURRICANE (H137),M L Yeung,C Fownes,118.0,989,4,3-1/4,4 4 3 4 9,1:48.35,17.0,2024/04/20,ST,9.0,Class 2,1800M,100-75,GOOD,1.0,"TURF - ""C+3"" Course",13.72,35.95,1:01.25,1:24.40,1:47.84,,13.72,22.23,25.30,23.15,23.44,nan,,,,,,
10,3.0,RUNNING GLORY (G010),B Thompson,D A Hayes,133.0,977,13,5-1/4,12 11 11 11 10,1:48.67,49.0,2024/04/20,ST,9.0,Class 2,1800M,100-75,GOOD,1.0,"TURF - ""C+3"" Course",13.72,35.95,1:01.25,1:24.40,1:47.84,,13.72,22.23,25.30,23.15,23.44,nan,,,,,,
11,9.0,SWEET ENCOUNTER (G426),Z Purton,J Size,121.0,1206,10,5-3/4,2 3 4 3 11,1:48.77,8.9,2024/04/20,ST,9.0,Class 2,1800M,100-75,GOOD,1.0,"TURF - ""C+3"" Course",13.72,35.95,1:01.25,1:24.40,1:47.84,,13.72,22.23,25.30,23.15,23.44,nan,,,,,,
12,4.0,LA CITY BLANCHE (G371),H Bowman,A S Cruz,130.0,1008,6,6-1/2,11 12 12 13 12,1:48.88,14.0,2024/04/20,ST,9.0,Class 2,1800M,100-75,GOOD,1.0,"TURF - ""C+3"" Course",13.72,35.95,1:01.25,1:24.40,1:47.84,,13.72,22.23,25.30,23.15,23.44,nan,,,,,,
13,1.0,ALL FOR ST PAUL'S (C517),Y L Chung,F C Lor,130.0,1102,11,10-1/2,3 1 1 2 13,1:49.53,40.0,2024/04/20,ST,9.0,Class 2,1800M,100-75,GOOD,1.0,"TURF - ""C+3"" Course",13.72,35.95,1:01.25,1:24.40,1:47.84,,13.72,22.23,25.30,23.15,23.44,nan,,,,,,
1,14.0,SKY HEART (J092),M L Yeung,C Fownes,117.0,1178,11,-,1 1 1 1,1:22.18,12.0,2024/04/20,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",13.37,34.94,58.54,1:22.18,,,13.37,21.57,23.60,23.64,nan,nan,,,,,,
2,1.0,CHIU CHOW SPIRIT (H175),A Badel,K L Man,135.0,1198,9,1-1/4,6 7 5 2,1:22.39,29.0,2024/04/20,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",13.37,34.94,58.54,1:22.18,,,13.37,21.57,23.60,23.64,nan,nan,,,,,,
3,3.0,PATCH OF THETA (H485),H Bowman,K W Lui,127.0,1182,5,2,8 8 9 3,1:22.51,1.9,2024/04/20,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",13.37,34.94,58.54,1:22.18,,,13.37,21.57,23.60,23.64,nan,nan,,,,,,
4,10.0,STELLAR SWIFT (J139),H Bentley,D A Hayes,120.0,1198,1,2-1/4,4 4 4 4,1:22.55,24.0,2024/04/20,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",13.37,34.94,58.54,1:22.18,,,13.37,21.57,23.60,23.64,nan,nan,,,,,,
5,6.0,AMAZING DUCK (H392),M F Poon,K H Ting,119.0,1075,12,2-1/4,2 2 2 5,1:22.56,30.0,2024/04/20,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",13.37,34.94,58.54,1:22.18,,,13.37,21.57,23.60,23.64,nan,nan,,,,,,
6,4.0,MAGNIFICENT NINE (H433),Z Purton,J Size,123.0,1142,3,2-1/2,12 12 11 6,1:22.58,3.7,2024/04/20,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",13.37,34.94,58.54,1:22.18,,,13.37,21.57,23.60,23.64,nan,nan,,,,,,
7,11.0,BEAUTY MISSILE (H123),K Teetan,F C Lor,119.0,1183,14,2-3/4,14 14 14 7,1:22.63,13.0,2024/04/20,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",13.37,34.94,58.54,1:22.18,,,13.37,21.57,23.60,23.64,nan,nan,,,,,,
8,13.0,LET'S DO IT (E132),K De Melo,D J Hall,118.0,1146,4,3-1/4,13 13 10 8,1:22.70,23.0,2024/04/20,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",13.37,34.94,58.54,1:22.18,,,13.37,21.57,23.60,23.64,nan,nan,,,,,,
9,12.0,CITY THUNDER (J173),L Hewitson,W Y So,119.0,1170,2,5-3/4,10 9 8 9,1:23.12,51.0,2024/04/20,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",13.37,34.94,58.54,1:22.18,,,13.37,21.57,23.60,23.64,nan,nan,,,,,,
10,2.0,FUN TOGETHER (H041),C L Chau,T P Yung,125.0,1142,10,6-1/2,9 11 12 10,1:23.21,18.0,2024/04/20,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",13.37,34.94,58.54,1:22.18,,,13.37,21.57,23.60,23.64,nan,nan,,,,,,
11,9.0,SMART CITY (J213),A Hamelin,P F Yiu,120.0,1143,6,7-3/4,5 6 6 11,1:23.42,91.0,2024/04/20,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",13.37,34.94,58.54,1:22.18,,,13.37,21.57,23.60,23.64,nan,nan,,,,,,
12,8.0,SATIRICAL FAN (J214),K C Leung,C S Shum,121.0,1168,8,10-1/2,3 3 3 12,1:23.86,217.0,2024/04/20,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",13.37,34.94,58.54,1:22.18,,,13.37,21.57,23.60,23.64,nan,nan,,,,,,
13,5.0,VIVA GRACIOUSNESS (J079),B Avdulla,A S Cruz,122.0,1063,7,12-1/2,11 10 13 13,1:24.19,54.0,2024/04/20,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",13.37,34.94,58.54,1:22.18,,,13.37,21.57,23.60,23.64,nan,nan,,,,,,
14,7.0,ORIENTAL TYCOON (J112),Y L Chung,P C Ng,115.0,1062,13,12-1/2,7 5 7 14,1:24.20,78.0,2024/04/20,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",13.37,34.94,58.54,1:22.18,,,13.37,21.57,23.60,23.64,nan,nan,,,,,,
1,1.0,BEAUTY WAVES (H294),Z Purton,P C Ng,130.0,1163,7,-,3 3 1,0:56.62,2.0,2024/04/24,HV,1.0,Class 3,1000M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",12.51,33.44,56.62,,,,12.51,20.93,23.18,nan,nan,nan,,,,,,
2,7.0,YOUTHFUL SPIRITS (J082),L Ferraris,M Newnham,120.0,1060,3,HD,2 1 2,0:56.64,9.2,2024/04/24,HV,1.0,Class 3,1000M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",12.51,33.44,56.62,,,,12.51,20.93,23.18,nan,nan,nan,,,,,,
3,5.0,SUPER FORTUNE (G065),M F Poon,A S Cruz,122.0,1206,5,1-3/4,1 2 3,0:56.91,27.0,2024/04/24,HV,1.0,Class 3,1000M,80-60,GOOD,1.0,"TURF - ""C+3"" Course",12.51,33.44,56.62,,,,12.51,20.93,23.18,nan,nan,nan,,,,,,
