Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,LBW,Running Position,Finish Time,Win Odds,Date,Course,RaceNumber,Race type,Distance,Score range,Going,Handicap,Course Detail,Time 1,Time 2,Time 3,Time 4,Time 5,Time 6,Sectional Time 1,Sectional Time 2,Sectional Time 3,Sectional Time 4,Sectional Time 5,Sectional Time 6,RACE 8 (443),RACE 8 (443).1,RACE 8 (443).2,RACE 8 (443).3,RACE 8 (443).4,RACE 8 (443).5,RACE 8 (443).6,RACE 8 (443).7,RACE 8 (443).8,RACE 8 (443).9,RACE 8 (443).10,RACE 8 (443).11,RACE 8 (443).12,RACE 8 (443).13,RACE 8 (443).14,RACE 8 (443).15,Unnamed: 16,Unnamed: 17,RACE 1 (0),RACE 1 (0).1,RACE 1 (0).2,RACE 1 (0).3,RACE 1 (0).4,RACE 1 (0).5,RACE 1 (0).6,RACE 1 (0).7,RACE 1 (0).8,RACE 1 (0).9,RACE 1 (0).10,RACE 1 (0).11,RACE 1 (0).12,RACE 1 (0).13,RACE 1 (0).14,RACE 1 (0).15,RACE 2 (0),RACE 2 (0).1,RACE 2 (0).2,RACE 2 (0).3,RACE 2 (0).4,RACE 2 (0).5,RACE 2 (0).6,RACE 2 (0).7,RACE 2 (0).8,RACE 2 (0).9,RACE 2 (0).10,RACE 2 (0).11,RACE 2 (0).12,RACE 2 (0).13,RACE 2 (0).14,RACE 2 (0).15,RACE 3 (0),RACE 3 (0).1,RACE 3 (0).2,RACE 3 (0).3,RACE 3 (0).4,RACE 3 (0).5,RACE 3 (0).6,RACE 3 (0).7,RACE 3 (0).8,RACE 3 (0).9,RACE 3 (0).10,RACE 3 (0).11,RACE 3 (0).12,RACE 3 (0).13,RACE 3 (0).14,RACE 3 (0).15,RACE 4 (0),RACE 4 (0).1,RACE 4 (0).2,RACE 4 (0).3,RACE 4 (0).4,RACE 4 (0).5,RACE 4 (0).6,RACE 4 (0).7,RACE 4 (0).8,RACE 4 (0).9,RACE 4 (0).10,RACE 4 (0).11,RACE 4 (0).12,RACE 4 (0).13,RACE 4 (0).14,RACE 4 (0).15,RACE 5 (0),RACE 5 (0).1,RACE 5 (0).2,RACE 5 (0).3,RACE 5 (0).4,RACE 5 (0).5,RACE 5 (0).6,RACE 5 (0).7,RACE 5 (0).8,RACE 5 (0).9,RACE 5 (0).10,RACE 5 (0).11,RACE 5 (0).12,RACE 5 (0).13,RACE 5 (0).14,RACE 5 (0).15,RACE 6 (0),RACE 6 (0).1,RACE 6 (0).2,RACE 6 (0).3,RACE 6 (0).4,RACE 6 (0).5,RACE 6 (0).6,RACE 6 (0).7,RACE 6 (0).8,RACE 6 (0).9,RACE 6 (0).10,RACE 6 (0).11,RACE 6 (0).12,RACE 6 (0).13,RACE 6 (0).14,RACE 6 (0).15,RACE 7 (0),RACE 7 (0).1,RACE 7 (0).2,RACE 7 (0).3,RACE 7 (0).4,RACE 7 (0).5,RACE 7 (0).6,RACE 7 (0).7,RACE 7 (0).8,RACE 7 (0).9,RACE 7 (0).10,RACE 7 (0).11,RACE 7 (0).12,RACE 7 (0).13,RACE 7 (0).14,RACE 7 (0).15,RACE 8 (0),RACE 8 (0).1,RACE 8 (0).2,RACE 8 (0).3,RACE 8 (0).4,RACE 8 (0).5,RACE 8 (0).6,RACE 8 (0).7,RACE 8 (0).8,RACE 8 (0).9,RACE 8 (0).10,RACE 8 (0).11,RACE 8 (0).12,RACE 8 (0).13,RACE 8 (0).14,RACE 8 (0).15,RACE 9 (0),RACE 9 (0).1,RACE 9 (0).2,RACE 9 (0).3,RACE 9 (0).4,RACE 9 (0).5,RACE 9 (0).6,RACE 9 (0).7,RACE 9 (0).8,RACE 9 (0).9,RACE 9 (0).10,RACE 9 (0).11,RACE 9 (0).12,RACE 9 (0).13,RACE 9 (0).14,RACE 9 (0).15,RACE 10 (0),RACE 10 (0).1,RACE 10 (0).2,RACE 10 (0).3,RACE 10 (0).4,RACE 10 (0).5,RACE 10 (0).6,RACE 10 (0).7,RACE 10 (0).8,RACE 10 (0).9,RACE 10 (0).10,RACE 10 (0).11,RACE 10 (0).12,RACE 10 (0).13,RACE 10 (0).14,RACE 10 (0).15
7,5.0,NOBLE WIN (H195),L Currie,J Size,129.0,1173,10,2-1/4,12 12 11 7,1:35.29,29,2023/11/05,ST,4,Class 4,1600M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",24.65,47.55,1:10.98,1:34.92,,,24.65,22.90,23.43,23.94,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2.0,CASA COSMO (G436),K De Melo,J Richards,130.0,1062,8,3,10 10 8 8,1:35.39,59,2023/11/05,ST,4,Class 4,1600M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",24.65,47.55,1:10.98,1:34.92,,,24.65,22.90,23.43,23.94,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,14.0,PRESIDENT'S CHOICE (D038),K Teetan,C W Chang,117.0,1062,11,3,11 9 9 9,1:35.40,22,2023/11/05,ST,4,Class 4,1600M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",24.65,47.55,1:10.98,1:34.92,,,24.65,22.90,23.43,23.94,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1.0,ROYAL PRIDE (E351),E C W Wong,C Fownes,125.0,1067,6,3-1/2,4 6 12 10,1:35.50,13,2023/11/05,ST,4,Class 4,1600M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",24.65,47.55,1:10.98,1:34.92,,,24.65,22.90,23.43,23.94,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,9.0,PAKISTAN FRIEND (B370),C L Chau,W Y So,125.0,1074,1,4-1/4,5 5 5 11,1:35.62,6.3,2023/11/05,ST,4,Class 4,1600M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",24.65,47.55,1:10.98,1:34.92,,,24.65,22.90,23.43,23.94,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,8.0,GO GO SIXTEEN (E244),B Avdulla,K L Man,127.0,1322,7,6-1/4,9 11 10 12,1:35.94,19,2023/11/05,ST,4,Class 4,1600M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",24.65,47.55,1:10.98,1:34.92,,,24.65,22.90,23.43,23.94,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,12.0,BULB PRINCE (G179),A Hamelin,C H Yip,121.0,994,5,6-1/2,7 7 6 13,1:35.96,37,2023/11/05,ST,4,Class 4,1600M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",24.65,47.55,1:10.98,1:34.92,,,24.65,22.90,23.43,23.94,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WV,13.0,RELIABLE PROFIT (G462),A Atzeni,C S Shum,119.0,---,---,---,---,---,---,2023/11/05,ST,4,Class 4,1600M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",24.65,47.55,1:10.98,1:34.92,,,24.65,22.90,23.43,23.94,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7.0,HAPPY TOGETHER (G446),A Badel,F C Lor,126.0,1108,3,-,7 6 4 1,1:34.17,3.7,2023/11/05,ST,5,Class 2,1600M,90-70,GOOD,1.0,"TURF - ""C+3"" Course",24.12,47.19,1:10.78,1:34.17,,,24.12,23.07,23.59,23.39,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10.0,BEAUTYVERSE (H075),Y L Chung,A S Cruz,112.0,1169,6,1/2,8 8 9 2,1:34.25,17.0,2023/11/05,ST,5,Class 2,1600M,90-70,GOOD,1.0,"TURF - ""C+3"" Course",24.12,47.19,1:10.78,1:34.17,,,24.12,23.07,23.59,23.39,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1.0,THE BEST PEACH (H139),Z Purton,A S Cruz,135.0,1042,11,1-3/4,11 11 10 3,1:34.47,5.9,2023/11/05,ST,5,Class 2,1600M,90-70,GOOD,1.0,"TURF - ""C+3"" Course",24.12,47.19,1:10.78,1:34.17,,,24.12,23.07,23.59,23.39,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8.0,SUPERB BOY (G335),K De Melo,K W Lui,126.0,1112,2,2,3 3 3 4,1:34.51,5.0,2023/11/05,ST,5,Class 2,1600M,90-70,GOOD,1.0,"TURF - ""C+3"" Course",24.12,47.19,1:10.78,1:34.17,,,24.12,23.07,23.59,23.39,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6.0,CHING (G380),L Hewitson,C W Chang,128.0,1254,1,2-1/2,6 7 5 5,1:34.57,5.5,2023/11/05,ST,5,Class 2,1600M,90-70,GOOD,1.0,"TURF - ""C+3"" Course",24.12,47.19,1:10.78,1:34.17,,,24.12,23.07,23.59,23.39,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4.0,GALAXY WITNESS (G110),M Chadwick,C Fownes,132.0,1205,4,3,9 9 8 6,1:34.67,11.0,2023/11/05,ST,5,Class 2,1600M,90-70,GOOD,1.0,"TURF - ""C+3"" Course",24.12,47.19,1:10.78,1:34.17,,,24.12,23.07,23.59,23.39,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,11.0,SNAFFLES (G299),K Teetan,D A Hayes,119.0,1042,7,3-3/4,4 5 6 7,1:34.76,9.5,2023/11/05,ST,5,Class 2,1600M,90-70,GOOD,1.0,"TURF - ""C+3"" Course",24.12,47.19,1:10.78,1:34.17,,,24.12,23.07,23.59,23.39,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9.0,POWERFUL WINGS (G225),A Atzeni,P F Yiu,120.0,1075,5,5,10 10 11 8,1:34.96,23.0,2023/11/05,ST,5,Class 2,1600M,90-70,GOOD,1.0,"TURF - ""C+3"" Course",24.12,47.19,1:10.78,1:34.17,,,24.12,23.07,23.59,23.39,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,5.0,MOMENTS IN TIME (H474),L Ferraris,C S Shum,129.0,1076,10,5-1/4,1 1 1 9,1:35.00,51.0,2023/11/05,ST,5,Class 2,1600M,90-70,GOOD,1.0,"TURF - ""C+3"" Course",24.12,47.19,1:10.78,1:34.17,,,24.12,23.07,23.59,23.39,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2.0,BEAUTY LIVE (G057),K C Leung,F C Lor,134.0,1102,9,6,2 2 2 10,1:35.11,28.0,2023/11/05,ST,5,Class 2,1600M,90-70,GOOD,1.0,"TURF - ""C+3"" Course",24.12,47.19,1:10.78,1:34.17,,,24.12,23.07,23.59,23.39,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,3.0,ERIMO (E193),B Avdulla,J Size,134.0,1094,8,12-1/4,5 4 7 11,1:36.11,20.0,2023/11/05,ST,5,Class 2,1600M,90-70,GOOD,1.0,"TURF - ""C+3"" Course",24.12,47.19,1:10.78,1:34.17,,,24.12,23.07,23.59,23.39,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13.0,WINNING DATA (H230),K Teetan,P F Yiu,119.0,1147,6,-,6 5 6 1,1:22.88,11.0,2023/11/05,ST,6,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.61,35.54,59.42,1:22.88,,,13.61,21.93,23.88,23.46,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2.0,ARIEL (G223),L Ferraris,D A Hayes,132.0,1224,4,1-1/4,4 6 5 2,1:23.06,6.3,2023/11/05,ST,6,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.61,35.54,59.42,1:22.88,,,13.61,21.93,23.88,23.46,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11.0,CHAMPION INSTINCT (H012),A Badel,D J Hall,120.0,1164,12,1-3/4,8 8 9 3,1:23.15,20.0,2023/11/05,ST,6,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.61,35.54,59.42,1:22.88,,,13.61,21.93,23.88,23.46,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14.0,PERFECT PEACH (E488),Y L Chung,A S Cruz,110.0,1092,13,2,7 7 2 4,1:23.21,35.0,2023/11/05,ST,6,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.61,35.54,59.42,1:22.88,,,13.61,21.93,23.88,23.46,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7.0,MR ALADDIN (H386),A Atzeni,P C Ng,127.0,1099,1,2-1/4,5 3 7 5,1:23.23,28.0,2023/11/05,ST,6,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.61,35.54,59.42,1:22.88,,,13.61,21.93,23.88,23.46,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3.0,DREAM PURSUER (G241),B Avdulla,K L Man,130.0,1222,14,2-1/4,11 10 10 6,1:23.25,35.0,2023/11/05,ST,6,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.61,35.54,59.42,1:22.88,,,13.61,21.93,23.88,23.46,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8.0,SUPER WISE DRAGON (G475),M Chadwick,W Y So,126.0,1272,11,2-1/2,12 12 13 7,1:23.29,21.0,2023/11/05,ST,6,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.61,35.54,59.42,1:22.88,,,13.61,21.93,23.88,23.46,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4.0,DIVINE ERA (D507),K C Leung,K H Ting,128.0,1164,8,3,9 9 8 8,1:23.37,7.9,2023/11/05,ST,6,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.61,35.54,59.42,1:22.88,,,13.61,21.93,23.88,23.46,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1.0,TOP TOP TEA (H048),Z Purton,C H Yip,135.0,1120,2,3-1/4,2 4 3 9,1:23.41,3.2,2023/11/05,ST,6,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.61,35.54,59.42,1:22.88,,,13.61,21.93,23.88,23.46,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,6.0,COMMANDING MISSILE (G210),C L Chau,C W Chang,125.0,1206,7,3-1/2,3 2 1 10,1:23.44,29.0,2023/11/05,ST,6,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.61,35.54,59.42,1:22.88,,,13.61,21.93,23.88,23.46,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,5.0,CLUB SODA (H312),L Currie,J Size,127.0,1143,9,3-3/4,10 11 12 11,1:23.47,19.0,2023/11/05,ST,6,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.61,35.54,59.42,1:22.88,,,13.61,21.93,23.88,23.46,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,9.0,KILLER INSTINCT (G020),E C W Wong,C Fownes,115.0,1092,3,4-1/2,14 14 14 12,1:23.60,15.0,2023/11/05,ST,6,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.61,35.54,59.42,1:22.88,,,13.61,21.93,23.88,23.46,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,12.0,DRAGON PRIDE (D164),A Hamelin,T P Yung,120.0,1103,10,4-3/4,13 13 11 13,1:23.63,60.0,2023/11/05,ST,6,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.61,35.54,59.42,1:22.88,,,13.61,21.93,23.88,23.46,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,10.0,NATURAL GOLD (E402),K De Melo,D J Whyte,125.0,1134,5,6-1/4,1 1 4 14,1:23.89,5.7,2023/11/05,ST,6,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C+3"" Course",13.61,35.54,59.42,1:22.88,,,13.61,21.93,23.88,23.46,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2.0,ENCOUNTERED (G236),K C Leung,K L Man,128.0,1164,6,-,3 4 4 4 1,1:47.40,12,2023/11/05,ST,7,Group Three,1800M,,GOOD,1.0,"TURF - ""C+3"" Course",13.98,37.09,1:00.98,1:24.16,1:47.40,,13.98,23.11,23.89,23.18,23.24,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9.0,CHAMPION DRAGON (G070),M F Poon,A S Cruz,115.0,1135,5,1-1/4,2 2 2 2 2,1:47.58,11,2023/11/05,ST,7,Group Three,1800M,,GOOD,1.0,"TURF - ""C+3"" Course",13.98,37.09,1:00.98,1:24.16,1:47.40,,13.98,23.11,23.89,23.18,23.24,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
