Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,LBW,Running Position,Finish Time,Win Odds,Date,Course,RaceNumber,Race type,Distance,Score range,Going,Course Detail,Time 1,Time 2,Time 3,Time 4,Time 5,Time 6,Sectional Time 1,Sectional Time 2,Sectional Time 3,Sectional Time 4,Sectional Time 5,Sectional Time 6,RACE 1 (0),RACE 1 (0).1,RACE 1 (0).2,RACE 1 (0).3,RACE 1 (0).4,RACE 1 (0).5,RACE 1 (0).6,RACE 1 (0).7,RACE 1 (0).8,RACE 1 (0).9,RACE 1 (0).10,RACE 1 (0).11,RACE 1 (0).12,RACE 1 (0).13,RACE 1 (0).14,RACE 1 (0).15,Unnamed: 16,Unnamed: 17,RACE 2 (0),RACE 2 (0).1,RACE 2 (0).2,RACE 2 (0).3,RACE 2 (0).4,RACE 2 (0).5,RACE 2 (0).6,RACE 2 (0).7,RACE 2 (0).8,RACE 2 (0).9,RACE 2 (0).10,RACE 2 (0).11,RACE 2 (0).12,RACE 2 (0).13,RACE 2 (0).14,RACE 2 (0).15,RACE 3 (0),RACE 3 (0).1,RACE 3 (0).2,RACE 3 (0).3,RACE 3 (0).4,RACE 3 (0).5,RACE 3 (0).6,RACE 3 (0).7,RACE 3 (0).8,RACE 3 (0).9,RACE 3 (0).10,RACE 3 (0).11,RACE 3 (0).12,RACE 3 (0).13,RACE 3 (0).14,RACE 3 (0).15,RACE 4 (0),RACE 4 (0).1,RACE 4 (0).2,RACE 4 (0).3,RACE 4 (0).4,RACE 4 (0).5,RACE 4 (0).6,RACE 4 (0).7,RACE 4 (0).8,RACE 4 (0).9,RACE 4 (0).10,RACE 4 (0).11,RACE 4 (0).12,RACE 4 (0).13,RACE 4 (0).14,RACE 4 (0).15,RACE 5 (0),RACE 5 (0).1,RACE 5 (0).2,RACE 5 (0).3,RACE 5 (0).4,RACE 5 (0).5,RACE 5 (0).6,RACE 5 (0).7,RACE 5 (0).8,RACE 5 (0).9,RACE 5 (0).10,RACE 5 (0).11,RACE 5 (0).12,RACE 5 (0).13,RACE 5 (0).14,RACE 5 (0).15,RACE 6 (0),RACE 6 (0).1,RACE 6 (0).2,RACE 6 (0).3,RACE 6 (0).4,RACE 6 (0).5,RACE 6 (0).6,RACE 6 (0).7,RACE 6 (0).8,RACE 6 (0).9,RACE 6 (0).10,RACE 6 (0).11,RACE 6 (0).12,RACE 6 (0).13,RACE 6 (0).14,RACE 6 (0).15,RACE 7 (0),RACE 7 (0).1,RACE 7 (0).2,RACE 7 (0).3,RACE 7 (0).4,RACE 7 (0).5,RACE 7 (0).6,RACE 7 (0).7,RACE 7 (0).8,RACE 7 (0).9,RACE 7 (0).10,RACE 7 (0).11,RACE 7 (0).12,RACE 7 (0).13,RACE 7 (0).14,RACE 7 (0).15,RACE 8 (0),RACE 8 (0).1,RACE 8 (0).2,RACE 8 (0).3,RACE 8 (0).4,RACE 8 (0).5,RACE 8 (0).6,RACE 8 (0).7,RACE 8 (0).8,RACE 8 (0).9,RACE 8 (0).10,RACE 8 (0).11,RACE 8 (0).12,RACE 8 (0).13,RACE 8 (0).14,RACE 8 (0).15,RACE 5 (275),RACE 5 (275).1,RACE 5 (275).2,RACE 5 (275).3,RACE 5 (275).4,RACE 5 (275).5,RACE 5 (275).6,RACE 5 (275).7,RACE 5 (275).8,RACE 5 (275).9,RACE 5 (275).10,RACE 5 (275).11,RACE 5 (275).12,RACE 5 (275).13,RACE 5 (275).14,RACE 5 (275).15
4,13.0,PRIME STAR (E239),V Borges,A T Millard,116.0,1143,6,1-3/4,5 5 10 4,1:38.77,18,2022/03/30,ST,2,Class 5,1650M,40-0,GOOD,ALL WEATHER TRACK,28.28,51.37,1:14.92,1:38.50,,,28.28,23.09,23.55,23.58,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,14.0,RUBY STARS (D317),A Badel,K L Man,114.0,1056,4,2,1 1 1 5,1:38.82,8.2,2022/03/30,ST,2,Class 5,1650M,40-0,GOOD,ALL WEATHER TRACK,28.28,51.37,1:14.92,1:38.50,,,28.28,23.09,23.55,23.58,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,12.0,SPLENDID TIMING (C161),M L Yeung,Y S Tsui,117.0,1316,8,2-3/4,6 6 4 6,1:38.94,26,2022/03/30,ST,2,Class 5,1650M,40-0,GOOD,ALL WEATHER TRACK,28.28,51.37,1:14.92,1:38.50,,,28.28,23.09,23.55,23.58,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1.0,STAR OF GLORY (E316),C L Chau,C W Chang,130.0,1069,1,3,3 3 3 7,1:38.98,9.3,2022/03/30,ST,2,Class 5,1650M,40-0,GOOD,ALL WEATHER TRACK,28.28,51.37,1:14.92,1:38.50,,,28.28,23.09,23.55,23.58,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,11.0,HEROIC CHAMPION (E292),L Hewitson,P O'Sullivan,119.0,1100,14,3-1/4,12 12 9 8,1:39.03,43,2022/03/30,ST,2,Class 5,1650M,40-0,GOOD,ALL WEATHER TRACK,28.28,51.37,1:14.92,1:38.50,,,28.28,23.09,23.55,23.58,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9 DH,6.0,DAILY BEAUTY (D070),D Moor,C Fownes,128.0,1144,13,8-1/4,13 13 11 9,1:39.80,25,2022/03/30,ST,2,Class 5,1650M,40-0,GOOD,ALL WEATHER TRACK,28.28,51.37,1:14.92,1:38.50,,,28.28,23.09,23.55,23.58,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9 DH,7.0,TURF BRILLIANT (C456),K Teetan,W Y So,127.0,1140,10,8-1/4,10 9 6 9,1:39.80,7.3,2022/03/30,ST,2,Class 5,1650M,40-0,GOOD,ALL WEATHER TRACK,28.28,51.37,1:14.92,1:38.50,,,28.28,23.09,23.55,23.58,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,3.0,GIVE WAY PLEASE (E035),A Hamelin,D A Hayes,131.0,1035,7,10-1/4,8 8 13 11,1:40.12,12,2022/03/30,ST,2,Class 5,1650M,40-0,GOOD,ALL WEATHER TRACK,28.28,51.37,1:14.92,1:38.50,,,28.28,23.09,23.55,23.58,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,4.0,ILLUSTRIOUS (D336),H T Mo,T P Yung,127.0,1123,2,10-1/2,2 2 7 12,1:40.16,68,2022/03/30,ST,2,Class 5,1650M,40-0,GOOD,ALL WEATHER TRACK,28.28,51.37,1:14.92,1:38.50,,,28.28,23.09,23.55,23.58,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,9.0,HOLYSHOWCASING (E171),M Chadwick,R Gibson,122.0,1073,12,15-1/4,11 11 12 13,1:40.94,64,2022/03/30,ST,2,Class 5,1650M,40-0,GOOD,ALL WEATHER TRACK,28.28,51.37,1:14.92,1:38.50,,,28.28,23.09,23.55,23.58,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WV-A,2.0,HANDSOME REBEL (B469),C Y Ho,Y S Tsui,132.0,---,---,---,---,---,---,2022/03/30,ST,2,Class 5,1650M,40-0,GOOD,ALL WEATHER TRACK,28.28,51.37,1:14.92,1:38.50,,,28.28,23.09,23.55,23.58,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2.0,FLYING DRAGON (E360),Z Purton,C H Yip,131.0,1211,1,-,3 3 1,1:08.18,2.1,2022/03/30,ST,3,Class 4,1200M,60-40,FAST,ALL WEATHER TRACK,23.50,44.86,1:08.18,,,,23.50,21.36,23.32,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11.0,E BROTHER (E266),A Badel,K L Man,115.0,1266,8,1-1/2,1 1 2,1:08.44,5.9,2022/03/30,ST,3,Class 4,1200M,60-40,FAST,ALL WEATHER TRACK,23.50,44.86,1:08.18,,,,23.50,21.36,23.32,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10.0,TEAM GOODLUCK (E268),C Y Ho,W Y So,117.0,1165,5,3-1/4,9 7 3,1:08.72,12,2022/03/30,ST,3,Class 4,1200M,60-40,FAST,ALL WEATHER TRACK,23.50,44.86,1:08.18,,,,23.50,21.36,23.32,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6.0,MOERAKI (D084),J Moreira,C W Chang,122.0,1116,9,3-1/2,2 2 4,1:08.74,5.5,2022/03/30,ST,3,Class 4,1200M,60-40,FAST,ALL WEATHER TRACK,23.50,44.86,1:08.18,,,,23.50,21.36,23.32,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8.0,COOLCELEB (C030),C L Chau,T P Yung,116.0,1333,7,4-1/2,11 12 5,1:08.92,18,2022/03/30,ST,3,Class 4,1200M,60-40,FAST,ALL WEATHER TRACK,23.50,44.86,1:08.18,,,,23.50,21.36,23.32,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,12.0,SICOMORO (E231),M L Yeung,D A Hayes,113.0,1050,12,4-3/4,12 10 6,1:08.93,54,2022/03/30,ST,3,Class 4,1200M,60-40,FAST,ALL WEATHER TRACK,23.50,44.86,1:08.18,,,,23.50,21.36,23.32,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7.0,ARES (D125),H Bentley,F C Lor,119.0,1074,10,4-3/4,6 4 7,1:08.93,16,2022/03/30,ST,3,Class 4,1200M,60-40,FAST,ALL WEATHER TRACK,23.50,44.86,1:08.18,,,,23.50,21.36,23.32,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,5.0,GREEN ENVY (C313),V Borges,C Fownes,124.0,1156,2,5-3/4,7 5 8,1:09.10,66,2022/03/30,ST,3,Class 4,1200M,60-40,FAST,ALL WEATHER TRACK,23.50,44.86,1:08.18,,,,23.50,21.36,23.32,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,3.0,WHAT A LEGEND (C004),A Hamelin,K H Ting,127.0,1090,4,6-3/4,8 11 9,1:09.27,14,2022/03/30,ST,3,Class 4,1200M,60-40,FAST,ALL WEATHER TRACK,23.50,44.86,1:08.18,,,,23.50,21.36,23.32,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1.0,TURQUOISE HOPE (G099),B Shinn,P O'Sullivan,133.0,1132,6,10-3/4,4 6 10,1:09.91,49,2022/03/30,ST,3,Class 4,1200M,60-40,FAST,ALL WEATHER TRACK,23.50,44.86,1:08.18,,,,23.50,21.36,23.32,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,4.0,DASSIT (G017),K Teetan,J Size,117.0,1219,3,11-3/4,5 8 11,1:10.06,37,2022/03/30,ST,3,Class 4,1200M,60-40,FAST,ALL WEATHER TRACK,23.50,44.86,1:08.18,,,,23.50,21.36,23.32,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,9.0,HAPPY FAT CAT (G166),K C Leung,A T Millard,119.0,1018,11,13,10 9 12,1:10.28,20,2022/03/30,ST,3,Class 4,1200M,60-40,FAST,ALL WEATHER TRACK,23.50,44.86,1:08.18,,,,23.50,21.36,23.32,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WV,,COLOURFUL PRINCE (E418),K Teetan,D J Whyte,125.0,---,---,---,---,---,---,2022/03/30,ST,3,Class 4,1200M,60-40,FAST,ALL WEATHER TRACK,23.50,44.86,1:08.18,,,,23.50,21.36,23.32,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10.0,MASTERWORK (C334),C Y Ho,Y S Tsui,123.0,1179,6,-,5 4 1,1:09.10,9.9,2022/03/30,ST,4,Class 5,1200M,40-0,FAST,ALL WEATHER TRACK,23.20,45.32,1:09.10,,,,23.20,22.12,23.78,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2.0,WISDOM PATCH (D289),Z Purton,P O'Sullivan,133.0,1245,4,1/2,8 7 2,1:09.20,3.4,2022/03/30,ST,4,Class 5,1200M,40-0,FAST,ALL WEATHER TRACK,23.20,45.32,1:09.10,,,,23.20,22.12,23.78,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12.0,WINNING STRIKES (D104),M L Yeung,L Ho,117.0,1107,8,1-1/2,1 1 3,1:09.34,20,2022/03/30,ST,4,Class 5,1200M,40-0,FAST,ALL WEATHER TRACK,23.20,45.32,1:09.10,,,,23.20,22.12,23.78,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8.0,STAR OF RED (D194),D Moor,T P Yung,128.0,1145,1,1-1/2,7 6 4,1:09.34,34,2022/03/30,ST,4,Class 5,1200M,40-0,FAST,ALL WEATHER TRACK,23.20,45.32,1:09.10,,,,23.20,22.12,23.78,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,9.0,REGENCY GEM (C035),K Teetan,W Y So,127.0,1141,5,2,12 12 5,1:09.43,6.8,2022/03/30,ST,4,Class 5,1200M,40-0,FAST,ALL WEATHER TRACK,23.20,45.32,1:09.10,,,,23.20,22.12,23.78,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11.0,GOLDEN MISSION (C106),M Chadwick,C W Chang,121.0,1167,2,3-1/2,4 3 6,1:09.68,5,2022/03/30,ST,4,Class 5,1200M,40-0,FAST,ALL WEATHER TRACK,23.20,45.32,1:09.10,,,,23.20,22.12,23.78,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4.0,JADE THEATRE (A040),K C Leung,P F Yiu,132.0,1155,3,3-3/4,6 5 7,1:09.70,18,2022/03/30,ST,4,Class 5,1200M,40-0,FAST,ALL WEATHER TRACK,23.20,45.32,1:09.10,,,,23.20,22.12,23.78,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3.0,BEAUTY CHEERS (D436),A Badel,J Size,132.0,1183,7,4-1/2,10 9 8,1:09.81,19,2022/03/30,ST,4,Class 5,1200M,40-0,FAST,ALL WEATHER TRACK,23.20,45.32,1:09.10,,,,23.20,22.12,23.78,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,5.0,TREASURE OF FIELD (E288),A Hamelin,K H Ting,132.0,1061,11,5-1/2,2 2 9,1:09.99,56,2022/03/30,ST,4,Class 5,1200M,40-0,FAST,ALL WEATHER TRACK,23.20,45.32,1:09.10,,,,23.20,22.12,23.78,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1.0,CHIKORITA (D230),B Shinn,R Gibson,133.0,1275,10,8-1/2,11 10 10,1:10.47,93,2022/03/30,ST,4,Class 5,1200M,40-0,FAST,ALL WEATHER TRACK,23.20,45.32,1:09.10,,,,23.20,22.12,23.78,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,6.0,FORTUNE HAPPINESS (B128),J Moreira,K W Lui,131.0,1069,12,8-3/4,3 8 11,1:10.51,17,2022/03/30,ST,4,Class 5,1200M,40-0,FAST,ALL WEATHER TRACK,23.20,45.32,1:09.10,,,,23.20,22.12,23.78,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,7.0,AQUILA (C248),V Borges,A T Millard,132.0,1072,9,10-3/4,9 11 12,1:10.82,4.9,2022/03/30,ST,4,Class 5,1200M,40-0,FAST,ALL WEATHER TRACK,23.20,45.32,1:09.10,,,,23.20,22.12,23.78,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WV,,RUN RUN GOOD (D310),H Bentley,K L Man,129.0,---,---,---,---,---,---,2022/03/30,ST,4,Class 5,1200M,40-0,FAST,ALL WEATHER TRACK,23.20,45.32,1:09.10,,,,23.20,22.12,23.78,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2.0,DUKE WAI (C188),M Chadwick,P O'Sullivan,123.0,1153,2,-,5 5 1,1:07.76,11.0,2022/03/30,ST,5,Class 1,1200M,110-85,FAST,ALL WEATHER TRACK,22.94,44.71,1:07.76,,,,22.94,21.77,23.05,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3.0,SILVER FIG (B025),C L Chau,A T Millard,116.0,1146,8,1/2,8 9 2,1:07.84,23.0,2022/03/30,ST,5,Class 1,1200M,110-85,FAST,ALL WEATHER TRACK,22.94,44.71,1:07.76,,,,22.94,21.77,23.05,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8.0,KEEP YOU WARM (D272),A Badel,K W Lui,113.0,1157,1,1/2,4 4 3,1:07.86,10.0,2022/03/30,ST,5,Class 1,1200M,110-85,FAST,ALL WEATHER TRACK,22.94,44.71,1:07.76,,,,22.94,21.77,23.05,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7.0,RED DESERT (C287),V Borges,J Size,113.0,1070,9,3/4,7 7 4,1:07.89,14.0,2022/03/30,ST,5,Class 1,1200M,110-85,FAST,ALL WEATHER TRACK,22.94,44.71,1:07.76,,,,22.94,21.77,23.05,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4.0,MAJESTIC STAR (E203),K Teetan,C S Shum,114.0,1300,3,1-1/4,3 3 5,1:07.97,1.8,2022/03/30,ST,5,Class 1,1200M,110-85,FAST,ALL WEATHER TRACK,22.94,44.71,1:07.76,,,,22.94,21.77,23.05,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
