Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,LBW,Running Position,Finish Time,Win Odds,Date,Course,RaceNumber,Race type,Distance,Score range,Going,Course Detail,Time 1,Time 2,Time 3,Time 4,Time 5,Time 6,Sectional Time 1,Sectional Time 2,Sectional Time 3,Sectional Time 4,Sectional Time 5,Sectional Time 6,RACE 1 (0),RACE 1 (0).1,RACE 1 (0).2,RACE 1 (0).3,RACE 1 (0).4,RACE 1 (0).5,RACE 1 (0).6,RACE 1 (0).7,RACE 1 (0).8,RACE 1 (0).9,RACE 1 (0).10,RACE 1 (0).11,RACE 1 (0).12,RACE 1 (0).13,RACE 1 (0).14,RACE 1 (0).15,Unnamed: 16,Unnamed: 17,RACE 2 (0),RACE 2 (0).1,RACE 2 (0).2,RACE 2 (0).3,RACE 2 (0).4,RACE 2 (0).5,RACE 2 (0).6,RACE 2 (0).7,RACE 2 (0).8,RACE 2 (0).9,RACE 2 (0).10,RACE 2 (0).11,RACE 2 (0).12,RACE 2 (0).13,RACE 2 (0).14,RACE 2 (0).15,RACE 3 (0),RACE 3 (0).1,RACE 3 (0).2,RACE 3 (0).3,RACE 3 (0).4,RACE 3 (0).5,RACE 3 (0).6,RACE 3 (0).7,RACE 3 (0).8,RACE 3 (0).9,RACE 3 (0).10,RACE 3 (0).11,RACE 3 (0).12,RACE 3 (0).13,RACE 3 (0).14,RACE 3 (0).15,RACE 4 (0),RACE 4 (0).1,RACE 4 (0).2,RACE 4 (0).3,RACE 4 (0).4,RACE 4 (0).5,RACE 4 (0).6,RACE 4 (0).7,RACE 4 (0).8,RACE 4 (0).9,RACE 4 (0).10,RACE 4 (0).11,RACE 4 (0).12,RACE 4 (0).13,RACE 4 (0).14,RACE 4 (0).15,RACE 5 (0),RACE 5 (0).1,RACE 5 (0).2,RACE 5 (0).3,RACE 5 (0).4,RACE 5 (0).5,RACE 5 (0).6,RACE 5 (0).7,RACE 5 (0).8,RACE 5 (0).9,RACE 5 (0).10,RACE 5 (0).11,RACE 5 (0).12,RACE 5 (0).13,RACE 5 (0).14,RACE 5 (0).15,RACE 6 (0),RACE 6 (0).1,RACE 6 (0).2,RACE 6 (0).3,RACE 6 (0).4,RACE 6 (0).5,RACE 6 (0).6,RACE 6 (0).7,RACE 6 (0).8,RACE 6 (0).9,RACE 6 (0).10,RACE 6 (0).11,RACE 6 (0).12,RACE 6 (0).13,RACE 6 (0).14,RACE 6 (0).15,RACE 7 (0),RACE 7 (0).1,RACE 7 (0).2,RACE 7 (0).3,RACE 7 (0).4,RACE 7 (0).5,RACE 7 (0).6,RACE 7 (0).7,RACE 7 (0).8,RACE 7 (0).9,RACE 7 (0).10,RACE 7 (0).11,RACE 7 (0).12,RACE 7 (0).13,RACE 7 (0).14,RACE 7 (0).15,RACE 8 (0),RACE 8 (0).1,RACE 8 (0).2,RACE 8 (0).3,RACE 8 (0).4,RACE 8 (0).5,RACE 8 (0).6,RACE 8 (0).7,RACE 8 (0).8,RACE 8 (0).9,RACE 8 (0).10,RACE 8 (0).11,RACE 8 (0).12,RACE 8 (0).13,RACE 8 (0).14,RACE 8 (0).15
12,4.0,CABLE SPEED (D459),C Wong,R Gibson,125.0,1153,6,5-3/4,2 2 2 12,1:40.62,274.0,2021/03/24,HV,3,Class 4,1650M,60-40,GOOD TO FIRM,"TURF - ""C+3"" Course",28.07,51.58,1:16.12,1:39.70,,,28.07,23.51,24.54,23.58,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4.0,JOYFUL WIN (D451),K C Leung,P F Yiu,127.0,1110,10,-,3 4 1,0:57.20,9.5,2021/03/24,HV,4,Class 4,1000M,60-40,GOOD TO FIRM,"TURF - ""C+3"" Course",12.64,34.15,57.20,,,,12.64,21.51,23.05,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3.0,VICTORY IN HAND (C103),C L Chau,K W Lui,122.0,1079,5,SH,4 3 2,0:57.23,3.7,2021/03/24,HV,4,Class 4,1000M,60-40,GOOD TO FIRM,"TURF - ""C+3"" Course",12.64,34.15,57.20,,,,12.64,21.51,23.05,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2.0,HARMONY FIRE (E175),C Y Ho,D J Whyte,131.0,1064,7,1/2,6 7 3,0:57.28,4.4,2021/03/24,HV,4,Class 4,1000M,60-40,GOOD TO FIRM,"TURF - ""C+3"" Course",12.64,34.15,57.20,,,,12.64,21.51,23.05,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,12.0,OVERSUBSCRIBED (C361),M F Poon,D J Hall,116.0,1152,8,1/2,10 11 4,0:57.29,33.0,2021/03/24,HV,4,Class 4,1000M,60-40,GOOD TO FIRM,"TURF - ""C+3"" Course",12.64,34.15,57.20,,,,12.64,21.51,23.05,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8.0,SHOWINA (E251),M L Yeung,D A Hayes,125.0,1037,2,1,7 5 5,0:57.36,18.0,2021/03/24,HV,4,Class 4,1000M,60-40,GOOD TO FIRM,"TURF - ""C+3"" Course",12.64,34.15,57.20,,,,12.64,21.51,23.05,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.0,BOOMING WELL (E252),A Hamelin,C H Yip,125.0,1069,1,2-3/4,12 12 6,0:57.66,81.0,2021/03/24,HV,4,Class 4,1000M,60-40,GOOD TO FIRM,"TURF - ""C+3"" Course",12.64,34.15,57.20,,,,12.64,21.51,23.05,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5.0,MY MY MY (E074),J Moreira,F C Lor,126.0,1165,11,3-1/4,1 1 7,0:57.71,7.3,2021/03/24,HV,4,Class 4,1000M,60-40,GOOD TO FIRM,"TURF - ""C+3"" Course",12.64,34.15,57.20,,,,12.64,21.51,23.05,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1.0,CANTSTOPTHEFEELING (C432),N Callan,K L Man,131.0,1167,4,3-1/2,8 9 8,0:57.78,5.0,2021/03/24,HV,4,Class 4,1000M,60-40,GOOD TO FIRM,"TURF - ""C+3"" Course",12.64,34.15,57.20,,,,12.64,21.51,23.05,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10.0,VERY SWEET ORANGE (A300),T Piccone,Y S Tsui,122.0,1147,12,4-1/2,2 2 9,0:57.94,41.0,2021/03/24,HV,4,Class 4,1000M,60-40,GOOD TO FIRM,"TURF - ""C+3"" Course",12.64,34.15,57.20,,,,12.64,21.51,23.05,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11.0,GOUTEN OF GARO (A291),M Chadwick,D E Ferraris,121.0,1164,3,6-1/4,5 6 10,0:58.22,31.0,2021/03/24,HV,4,Class 4,1000M,60-40,GOOD TO FIRM,"TURF - ""C+3"" Course",12.64,34.15,57.20,,,,12.64,21.51,23.05,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,7.0,FOURAWARRIOR (E081),K Teetan,A T Millard,125.0,1076,9,6-1/2,9 8 11,0:58.26,8.6,2021/03/24,HV,4,Class 4,1000M,60-40,GOOD TO FIRM,"TURF - ""C+3"" Course",12.64,34.15,57.20,,,,12.64,21.51,23.05,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,9.0,TOWARDS SUCCESS (E036),H W Lai,W Y So,125.0,1129,6,7,11 10 12,0:58.31,178.0,2021/03/24,HV,4,Class 4,1000M,60-40,GOOD TO FIRM,"TURF - ""C+3"" Course",12.64,34.15,57.20,,,,12.64,21.51,23.05,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11.0,FIRE BALL (D087),J Moreira,C H Yip,119.0,1024,6,-,4 4 1,1:09.39,2.7,2021/03/24,HV,5,Class 4,1200M,60-40,GOOD TO FIRM,"TURF - ""C+3"" Course",23.43,45.91,1:09.39,,,,23.43,22.48,23.48,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12.0,NOBLE DESIRE (C540),M F Poon,D J Whyte,113.0,1093,5,N,5 5 2,1:09.44,8.2,2021/03/24,HV,5,Class 4,1200M,60-40,GOOD TO FIRM,"TURF - ""C+3"" Course",23.43,45.91,1:09.39,,,,23.43,22.48,23.48,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9.0,EXUBERANT (E282),C Schofield,C S Shum,126.0,1101,9,3/4,8 8 3,1:09.52,164.0,2021/03/24,HV,5,Class 4,1200M,60-40,GOOD TO FIRM,"TURF - ""C+3"" Course",23.43,45.91,1:09.39,,,,23.43,22.48,23.48,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6.0,SHADOW RUNNER (D463),M Chadwick,P O'Sullivan,130.0,1128,1,1-1/2,7 7 4,1:09.63,12.0,2021/03/24,HV,5,Class 4,1200M,60-40,GOOD TO FIRM,"TURF - ""C+3"" Course",23.43,45.91,1:09.39,,,,23.43,22.48,23.48,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1.0,SPRINT FORWARD (C353),C L Chau,D A Hayes,126.0,1121,11,2-1/2,6 6 5,1:09.81,30.0,2021/03/24,HV,5,Class 4,1200M,60-40,GOOD TO FIRM,"TURF - ""C+3"" Course",23.43,45.91,1:09.39,,,,23.43,22.48,23.48,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7.0,SUPERB DADDY (D235),Z Purton,D E Ferraris,128.0,1083,4,2-3/4,10 10 6,1:09.84,4.2,2021/03/24,HV,5,Class 4,1200M,60-40,GOOD TO FIRM,"TURF - ""C+3"" Course",23.43,45.91,1:09.39,,,,23.43,22.48,23.48,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4.0,SHINING ON (A359),C Y Ho,K W Lui,131.0,1021,3,3-3/4,11 11 7,1:10.00,12.0,2021/03/24,HV,5,Class 4,1200M,60-40,GOOD TO FIRM,"TURF - ""C+3"" Course",23.43,45.91,1:09.39,,,,23.43,22.48,23.48,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.0,CHIKORITA (D230),A Hamelin,C W Chang,127.0,1251,2,4-1/4,9 9 8,1:10.08,31.0,2021/03/24,HV,5,Class 4,1200M,60-40,GOOD TO FIRM,"TURF - ""C+3"" Course",23.43,45.91,1:09.39,,,,23.43,22.48,23.48,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10.0,KING'S TROOPER (C130),K Teetan,P F Yiu,122.0,1156,7,5-1/4,12 12 9,1:10.22,17.0,2021/03/24,HV,5,Class 4,1200M,60-40,GOOD TO FIRM,"TURF - ""C+3"" Course",23.43,45.91,1:09.39,,,,23.43,22.48,23.48,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,3.0,NOIR RIDER (E138),V Borges,T P Yung,131.0,1183,8,5-1/2,3 1 10,1:10.29,82.0,2021/03/24,HV,5,Class 4,1200M,60-40,GOOD TO FIRM,"TURF - ""C+3"" Course",23.43,45.91,1:09.39,,,,23.43,22.48,23.48,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2.0,WHISKEY NEAT (D150),K H Chan,C Fownes,126.0,1166,12,8,1 3 11,1:10.67,9.9,2021/03/24,HV,5,Class 4,1200M,60-40,GOOD TO FIRM,"TURF - ""C+3"" Course",23.43,45.91,1:09.39,,,,23.43,22.48,23.48,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,5.0,GOODLUCK GOODLUCK (B188),K C Leung,W Y So,130.0,1251,10,14-1/4,2 2 12,1:11.66,11.0,2021/03/24,HV,5,Class 4,1200M,60-40,GOOD TO FIRM,"TURF - ""C+3"" Course",23.43,45.91,1:09.39,,,,23.43,22.48,23.48,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6.0,MORE THAN ENOUGH (D372),N Callan,A S Cruz,127.0,1177,10,-,9 7 6 1,1:39.62,9.3,2021/03/24,HV,6,Class 4,1650M,60-40,GOOD TO FIRM,"TURF - ""C+3"" Course",27.99,51.53,1:15.84,1:39.62,,,27.99,23.54,24.31,23.78,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4.0,REGENCY MASTER (D225),M F Poon,C S Shum,128.0,1015,8,SH,10 10 10 2,1:39.64,23.0,2021/03/24,HV,6,Class 4,1650M,60-40,GOOD TO FIRM,"TURF - ""C+3"" Course",27.99,51.53,1:15.84,1:39.62,,,27.99,23.54,24.31,23.78,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1.0,GLORIOUS LOVER (D191),Z Purton,C H Yip,133.0,1065,2,3/4,5 6 8 3,1:39.74,4.5,2021/03/24,HV,6,Class 4,1650M,60-40,GOOD TO FIRM,"TURF - ""C+3"" Course",27.99,51.53,1:15.84,1:39.62,,,27.99,23.54,24.31,23.78,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8.0,PLIKCLONE (D003),C L Chau,D J Hall,115.0,1015,6,1,2 3 5 4,1:39.78,5.9,2021/03/24,HV,6,Class 4,1650M,60-40,GOOD TO FIRM,"TURF - ""C+3"" Course",27.99,51.53,1:15.84,1:39.62,,,27.99,23.54,24.31,23.78,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5.0,SEAWEED FORTUNE (C440),C Y Ho,K W Lui,128.0,1114,4,1-1/4,8 9 9 5,1:39.82,10.0,2021/03/24,HV,6,Class 4,1650M,60-40,GOOD TO FIRM,"TURF - ""C+3"" Course",27.99,51.53,1:15.84,1:39.62,,,27.99,23.54,24.31,23.78,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2.0,V CHEVALIERS (C358),A Badel,K L Man,132.0,1097,3,1-3/4,7 8 7 6,1:39.88,4.8,2021/03/24,HV,6,Class 4,1650M,60-40,GOOD TO FIRM,"TURF - ""C+3"" Course",27.99,51.53,1:15.84,1:39.62,,,27.99,23.54,24.31,23.78,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7.0,OSCAR GLORY (E109),K Teetan,F C Lor,126.0,1090,1,1-3/4,4 5 3 7,1:39.90,5.1,2021/03/24,HV,6,Class 4,1650M,60-40,GOOD TO FIRM,"TURF - ""C+3"" Course",27.99,51.53,1:15.84,1:39.62,,,27.99,23.54,24.31,23.78,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3.0,AMBITIOUS HEART (V303),A Hamelin,D E Ferraris,131.0,1207,11,2-3/4,12 12 12 8,1:40.07,74.0,2021/03/24,HV,6,Class 4,1650M,60-40,GOOD TO FIRM,"TURF - ""C+3"" Course",27.99,51.53,1:15.84,1:39.62,,,27.99,23.54,24.31,23.78,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10.0,THUNDER STOMP (V279),J Moreira,Y S Tsui,120.0,1181,9,3-1/2,6 4 4 9,1:40.19,8.9,2021/03/24,HV,6,Class 4,1650M,60-40,GOOD TO FIRM,"TURF - ""C+3"" Course",27.99,51.53,1:15.84,1:39.62,,,27.99,23.54,24.31,23.78,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,12.0,SUN SUN FA FA (B467),C Wong,W Y So,111.0,1119,7,3-3/4,11 11 11 10,1:40.24,73.0,2021/03/24,HV,6,Class 4,1650M,60-40,GOOD TO FIRM,"TURF - ""C+3"" Course",27.99,51.53,1:15.84,1:39.62,,,27.99,23.54,24.31,23.78,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,9.0,STAR OF RED (D194),H N Wong,K H Ting,118.0,1096,12,5-1/4,3 1 2 11,1:40.47,174.0,2021/03/24,HV,6,Class 4,1650M,60-40,GOOD TO FIRM,"TURF - ""C+3"" Course",27.99,51.53,1:15.84,1:39.62,,,27.99,23.54,24.31,23.78,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,11.0,HAPPY WARRIOR (A313),M L Yeung,C Fownes,117.0,1110,5,6-1/2,1 2 1 12,1:40.65,43.0,2021/03/24,HV,6,Class 4,1650M,60-40,GOOD TO FIRM,"TURF - ""C+3"" Course",27.99,51.53,1:15.84,1:39.62,,,27.99,23.54,24.31,23.78,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5.0,BE READY (D024),Z Purton,F C Lor,122.0,1127,9,-,2 2 1,1:09.39,10.0,2021/03/24,HV,7,Class 3,1200M,80-60,GOOD TO FIRM,"TURF - ""C+3"" Course",23.67,46.31,1:09.39,,,,23.67,22.64,23.08,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11.0,HERCULES (C476),M Chadwick,C H Yip,116.0,1052,3,2,9 9 2,1:09.69,13.0,2021/03/24,HV,7,Class 3,1200M,80-60,GOOD TO FIRM,"TURF - ""C+3"" Course",23.67,46.31,1:09.39,,,,23.67,22.64,23.08,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4.0,SHOUSON (C326),M F Poon,A T Millard,122.0,1155,2,2-1/2,4 5 3,1:09.77,5.8,2021/03/24,HV,7,Class 3,1200M,80-60,GOOD TO FIRM,"TURF - ""C+3"" Course",23.67,46.31,1:09.39,,,,23.67,22.64,23.08,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,12.0,MR LUMIERES (B179),M L Yeung,D J Hall,115.0,1102,8,2-1/2,12 10 4,1:09.77,50.0,2021/03/24,HV,7,Class 3,1200M,80-60,GOOD TO FIRM,"TURF - ""C+3"" Course",23.67,46.31,1:09.39,,,,23.67,22.64,23.08,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2.0,CALIFORNIA CONCORD (D067),C L Chau,A S Cruz,123.0,1254,1,2-1/2,6 6 5,1:09.79,3.6,2021/03/24,HV,7,Class 3,1200M,80-60,GOOD TO FIRM,"TURF - ""C+3"" Course",23.67,46.31,1:09.39,,,,23.67,22.64,23.08,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.0,MOST WELCOME (E254),V Borges,D A Hayes,122.0,1191,7,3,7 7 6,1:09.86,69.0,2021/03/24,HV,7,Class 3,1200M,80-60,GOOD TO FIRM,"TURF - ""C+3"" Course",23.67,46.31,1:09.39,,,,23.67,22.64,23.08,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
